V5,V2
-0.23,0.16
-0.215,0.155
-0.215,0.155
-0.215,0.145
-0.23,0.135
-0.24,0.14
-0.24,0.15
-0.235,0.14
-0.24,0.14
-0.23,0.125
-0.24,0.115
-0.245,0.12
-0.235,0.135
-0.24,0.14
-0.235,0.13
-0.24,0.12
-0.245,0.105
-0.235,0.12
-0.235,0.125
-0.23,0.125
-0.235,0.115
-0.235,0.11
-0.245,0.11
-0.245,0.11
-0.23,0.12
-0.225,0.12
-0.23,0.11
-0.225,0.105
-0.23,0.095
-0.235,0.1
-0.225,0.12
-0.225,0.11
-0.235,0.105
-0.24,0.1
-0.245,0.09
-0.225,0.09
-0.225,0.095
-0.225,0.1
-0.225,0.095
-0.225,0.085
-0.235,0.09
-0.25,0.085
-0.24,0.1
-0.23,0.1
-0.225,0.1
-0.22,0.08
-0.23,0.08
-0.23,0.09
-0.22,0.095
-0.22,0.095
-0.225,0.09
-0.235,0.075
-0.235,0.07
-0.24,0.075
-0.23,0.085
-0.205,0.09
-0.205,0.08
-0.215,0.065
-0.24,0.06
-0.23,0.075
-0.23,0.08
-0.22,0.075
-0.21,0.075
-0.215,0.065
-0.235,0.06
-0.235,0.07
-0.23,0.085
-0.215,0.085
-0.2,0.075
-0.21,0.075
-0.215,0.06
-0.215,0.07
-0.22,0.08
-0.215,0.085
-0.215,0.075
-0.23,0.065
-0.225,0.06
-0.235,0.08
-0.22,0.075
-0.21,0.085
-0.205,0.065
-0.195,0.07
-0.21,0.045
-0.215,0.05
-0.205,0.08
-0.195,0.175
-0.205,0.31
-0.22,0.525
-0.25,0.775
-0.28,1.03
-0.3,1.27
-0.29,1.46
-0.225,1.565
-0.14,1.555
-0.035,1.385
0.07,1.03
0.155,0.6
0.24,0.08
0.285,-0.47
0.335,-0.975
0.385,-1.375
0.425,-1.67
0.505,-1.795
0.54,-1.715
0.52,-1.435
0.47,-1.135
0.415,-0.88
0.375,-0.705
0.335,-0.585
0.295,-0.495
0.235,-0.42
0.15,-0.37
0.06,-0.315
-0.005,-0.265
-0.055,-0.24
-0.1,-0.21
-0.155,-0.19
-0.205,-0.19
-0.24,-0.195
-0.275,-0.18
-0.285,-0.165
-0.295,-0.15
-0.3,-0.15
-0.32,-0.155
-0.32,-0.165
-0.335,-0.155
-0.34,-0.14
-0.345,-0.14
-0.355,-0.15
-0.365,-0.15
-0.375,-0.155
-0.39,-0.15
-0.38,-0.15
-0.37,-0.145
-0.38,-0.155
-0.395,-0.16
-0.405,-0.16
-0.415,-0.16
-0.42,-0.155
-0.42,-0.165
-0.425,-0.15
-0.425,-0.165
-0.435,-0.18
-0.46,-0.19
-0.455,-0.155
-0.455,-0.16
-0.465,-0.175
-0.46,-0.175
-0.475,-0.19
-0.48,-0.18
-0.455,-0.17
-0.445,-0.18
-0.445,-0.19
-0.47,-0.21
-0.47,-0.215
-0.485,-0.215
-0.475,-0.21
-0.49,-0.225
-0.485,-0.225
-0.5,-0.24
-0.51,-0.255
-0.52,-0.245
-0.52,-0.24
-0.51,-0.255
-0.515,-0.26
-0.525,-0.275
-0.525,-0.29
-0.55,-0.28
-0.53,-0.265
-0.515,-0.285
-0.49,-0.27
-0.49,-0.28
-0.505,-0.275
-0.505,-0.255
-0.5,-0.24
-0.48,-0.22
-0.475,-0.21
-0.455,-0.185
-0.415,-0.195
-0.4,-0.17
-0.365,-0.145
-0.33,-0.12
-0.325,-0.115
-0.315,-0.105
-0.31,-0.085
-0.305,-0.07
-0.28,-0.04
-0.255,-0.005
-0.215,0.0
-0.21,-0.01
-0.2,-0.005
-0.185,0.015
-0.155,0.04
-0.14,0.05
-0.135,0.06
-0.145,0.06
-0.145,0.065
-0.145,0.09
-0.13,0.11
-0.11,0.125
-0.105,0.135
-0.115,0.14
-0.12,0.14
-0.12,0.15
-0.125,0.16
-0.125,0.155
-0.135,0.155
-0.14,0.15
-0.145,0.14
-0.14,0.15
-0.13,0.165
-0.135,0.17
-0.125,0.165
-0.145,0.16
-0.16,0.15
-0.16,0.15
-0.16,0.175
-0.16,0.18
-0.16,0.175
-0.175,0.16
-0.185,0.15
-0.195,0.155
-0.185,0.16
-0.19,0.165
-0.18,0.165
-0.18,0.155
-0.175,0.15
-0.17,0.16
-0.155,0.165
-0.155,0.17
-0.145,0.165
-0.16,0.175
-0.185,0.16
-0.205,0.175
-0.205,0.18
-0.195,0.19
-0.185,0.18
-0.18,0.165
-0.165,0.16
-0.18,0.175
-0.155,0.185
-0.155,0.185
-0.16,0.19
-0.185,0.185
-0.2,0.18
-0.22,0.2
-0.195,0.21
-0.175,0.215
-0.175,0.215
-0.185,0.21
-0.2,0.2
-0.225,0.21
-0.215,0.215
-0.195,0.235
-0.2,0.23
-0.195,0.225
-0.195,0.215
-0.21,0.22
-0.19,0.22
-0.19,0.215
-0.195,0.225
-0.21,0.215
-0.22,0.215
-0.225,0.225
-0.21,0.225
-0.19,0.22
-0.18,0.225
-0.195,0.205
-0.2,0.21
-0.21,0.2
-0.21,0.21
-0.205,0.2
-0.205,0.2
-0.22,0.195
-0.225,0.18
-0.225,0.185
-0.22,0.195
-0.2,0.195
-0.205,0.185
-0.205,0.18
-0.205,0.175
-0.22,0.185
-0.215,0.18
-0.2,0.185
-0.205,0.17
-0.205,0.17
-0.21,0.165
-0.215,0.16
-0.215,0.165
-0.215,0.165
-0.215,0.145
-0.21,0.16
-0.22,0.14
-0.22,0.145
-0.21,0.155
-0.205,0.15
-0.195,0.15
-0.2,0.145
-0.205,0.125
-0.22,0.14
-0.215,0.15
-0.205,0.155
-0.205,0.145
-0.2,0.14
-0.215,0.125
-0.22,0.135
-0.2,0.14
-0.2,0.14
-0.21,0.14
-0.2,0.12
-0.21,0.115
-0.205,0.125
-0.21,0.135
-0.205,0.115
-0.21,0.12
-0.22,0.115
-0.23,0.105
-0.22,0.115
-0.215,0.12
-0.2,0.12
-0.19,0.115
-0.21,0.11
-0.205,0.1
-0.22,0.1
-0.21,0.115
-0.205,0.105
-0.215,0.11
-0.205,0.09
-0.215,0.08
-0.215,0.08
-0.2,0.09
-0.19,0.105
-0.175,0.095
-0.185,0.09
-0.205,0.075
-0.21,0.08
-0.205,0.095
-0.19,0.1
-0.19,0.1
-0.185,0.08
-0.19,0.09
-0.2,0.08
-0.19,0.095
-0.185,0.09
-0.19,0.075
-0.185,0.07
-0.19,0.07
-0.185,0.075
-0.18,0.08
-0.165,0.09
-0.165,0.085
-0.18,0.07
-0.185,0.06
-0.185,0.07
-0.19,0.08
-0.185,0.085
-0.19,0.07
-0.18,0.065
-0.185,0.065
-0.175,0.07
-0.17,0.075
-0.175,0.075
-0.18,0.065
-0.18,0.06
-0.19,0.06
-0.19,0.07
-0.18,0.08
-0.16,0.09
-0.165,0.075
-0.175,0.07
-0.175,0.055
-0.19,0.07
-0.18,0.065
-0.175,0.08
-0.18,0.07
-0.19,0.125
-0.195,0.235
-0.205,0.405
-0.21,0.635
-0.21,0.89
-0.235,1.12
-0.255,1.32
-0.23,1.47
-0.145,1.535
-0.025,1.495
0.095,1.28
0.18,0.93
0.245,0.48
0.265,-0.03
0.31,-0.525
0.35,-0.955
0.385,-1.315
0.415,-1.58
0.44,-1.72
0.46,-1.635
0.455,-1.38
0.425,-1.085
0.395,-0.865
0.34,-0.72
0.295,-0.625
0.24,-0.535
0.19,-0.455
0.145,-0.39
0.085,-0.325
0.025,-0.295
-0.055,-0.255
-0.105,-0.245
-0.16,-0.22
-0.185,-0.2
-0.215,-0.2
-0.235,-0.185
-0.265,-0.2
-0.285,-0.185
-0.305,-0.185
-0.3,-0.17
-0.29,-0.17
-0.305,-0.18
-0.325,-0.185
-0.345,-0.19
-0.355,-0.19
-0.355,-0.17
-0.345,-0.17
-0.355,-0.175
-0.365,-0.19
-0.39,-0.19
-0.39,-0.19
-0.38,-0.195
-0.375,-0.21
-0.39,-0.195
-0.395,-0.205
-0.415,-0.21
-0.415,-0.2
-0.415,-0.21
-0.395,-0.21
-0.41,-0.205
-0.425,-0.22
-0.435,-0.235
-0.44,-0.23
-0.43,-0.22
-0.43,-0.23
-0.44,-0.24
-0.445,-0.245
-0.45,-0.245
-0.46,-0.245
-0.465,-0.245
-0.455,-0.245
-0.46,-0.26
-0.47,-0.275
-0.49,-0.285
-0.505,-0.28
-0.49,-0.285
-0.485,-0.28
-0.485,-0.3
-0.505,-0.315
-0.51,-0.315
-0.515,-0.325
-0.51,-0.32
-0.495,-0.32
-0.5,-0.325
-0.51,-0.34
-0.505,-0.35
-0.515,-0.355
-0.505,-0.335
-0.495,-0.335
-0.49,-0.34
-0.485,-0.335
-0.5,-0.345
-0.485,-0.32
-0.465,-0.295
-0.43,-0.295
-0.415,-0.28
-0.435,-0.255
-0.41,-0.23
-0.39,-0.195
-0.37,-0.165
-0.335,-0.13
-0.335,-0.11
-0.335,-0.095
-0.325,-0.08
-0.3,-0.06
-0.28,-0.03
-0.25,-0.005
-0.23,0.0
-0.22,0.005
-0.21,0.015
-0.19,0.04
-0.17,0.065
-0.145,0.065
-0.135,0.07
-0.135,0.06
-0.145,0.06
-0.145,0.065
-0.145,0.08
-0.135,0.095
-0.12,0.08
-0.125,0.07
-0.13,0.09
-0.13,0.095
-0.115,0.12
-0.115,0.125
-0.12,0.12
-0.14,0.13
-0.16,0.12
-0.175,0.13
-0.175,0.14
-0.16,0.15
-0.18,0.13
-0.19,0.13
-0.18,0.13
-0.185,0.14
-0.18,0.15
-0.17,0.15
-0.18,0.145
-0.185,0.14
-0.2,0.13
-0.2,0.14
-0.19,0.14
-0.185,0.15
-0.19,0.14
-0.195,0.135
-0.2,0.14
-0.205,0.14
-0.2,0.155
-0.18,0.15
-0.195,0.145
-0.21,0.14
-0.215,0.135
-0.21,0.155
-0.21,0.165
-0.205,0.165
-0.205,0.17
-0.215,0.16
-0.225,0.15
-0.225,0.16
-0.225,0.175
-0.21,0.18
-0.22,0.17
-0.22,0.155
-0.23,0.15
-0.235,0.17
-0.225,0.175
-0.215,0.185
-0.23,0.195
-0.225,0.185
-0.24,0.18
-0.24,0.19
-0.235,0.2
-0.215,0.195
-0.23,0.205
-0.235,0.185
-0.245,0.175
-0.24,0.19
-0.235,0.205
-0.235,0.195
-0.25,0.185
-0.24,0.18
-0.245,0.185
-0.25,0.185
-0.235,0.2
-0.22,0.195
-0.23,0.185
-0.25,0.18
-0.25,0.17
-0.255,0.185
-0.245,0.195
-0.24,0.185
-0.235,0.185
-0.25,0.18
-0.26,0.155
-0.26,0.17
-0.24,0.17
-0.245,0.16
-0.245,0.165
-0.26,0.15
-0.265,0.15
-0.27,0.15
-0.265,0.165
-0.245,0.155
-0.265,0.15
-0.27,0.145
-0.265,0.13
-0.26,0.15
-0.255,0.145
-0.25,0.155
-0.255,0.14
-0.265,0.13
-0.265,0.13
-0.275,0.135
-0.265,0.135
-0.255,0.135
-0.265,0.14
-0.26,0.12
-0.27,0.12
-0.27,0.13
-0.255,0.14
-0.255,0.13
-0.255,0.13
-0.265,0.11
-0.275,0.115
-0.275,0.115
-0.265,0.115
-0.25,0.135
-0.255,0.115
-0.27,0.11
-0.29,0.09
-0.265,0.115
-0.26,0.115
-0.255,0.115
-0.26,0.115
-0.265,0.1
-0.28,0.09
-0.28,0.095
-0.265,0.125
-0.255,0.11
-0.255,0.11
-0.26,0.095
-0.275,0.09
-0.265,0.1
-0.26,0.105
-0.255,0.1
-0.26,0.095
-0.265,0.08
-0.275,0.075
-0.275,0.085
-0.27,0.085
-0.255,0.095
-0.25,0.085
-0.26,0.08
-0.265,0.075
-0.265,0.08
-0.245,0.09
-0.245,0.1
-0.255,0.075
-0.255,0.07
-0.255,0.07
-0.265,0.08
-0.265,0.085
-0.245,0.075
-0.26,0.08
-0.26,0.075
-0.255,0.06
-0.255,0.07
-0.25,0.08
-0.235,0.075
-0.245,0.07
-0.25,0.06
-0.255,0.05
-0.255,0.065
-0.25,0.075
-0.245,0.075
-0.24,0.075
-0.255,0.065
-0.26,0.06
-0.255,0.07
-0.255,0.075
-0.25,0.075
-0.245,0.07
-0.255,0.055
-0.26,0.065
-0.27,0.075
-0.25,0.08
-0.235,0.08
-0.24,0.08
-0.255,0.075
-0.26,0.06
-0.25,0.07
-0.255,0.075
-0.245,0.09
-0.25,0.185
-0.27,0.345
-0.275,0.61
-0.315,0.915
-0.325,1.21
-0.325,1.455
-0.29,1.6
-0.19,1.6
-0.085,1.425
0.035,1.06
0.125,0.585
0.195,0.0
0.24,-0.575
0.265,-1.08
0.285,-1.445
0.35,-1.685
0.405,-1.74
0.44,-1.58
0.415,-1.285
0.375,-0.985
0.32,-0.78
0.265,-0.65
0.22,-0.55
0.17,-0.46
0.09,-0.395
0.015,-0.34
-0.04,-0.29
-0.095,-0.24
-0.155,-0.215
-0.185,-0.215
-0.24,-0.195
-0.28,-0.2
-0.32,-0.2
-0.335,-0.18
-0.34,-0.16
-0.34,-0.16
-0.35,-0.165
-0.365,-0.17
-0.37,-0.17
-0.385,-0.155
-0.38,-0.15
-0.385,-0.155
-0.39,-0.16
-0.41,-0.16
-0.415,-0.175
-0.415,-0.175
-0.415,-0.16
-0.415,-0.16
-0.42,-0.16
-0.43,-0.17
-0.44,-0.175
-0.435,-0.18
-0.445,-0.165
-0.43,-0.17
-0.45,-0.175
-0.465,-0.185
-0.47,-0.185
-0.465,-0.195
-0.465,-0.18
-0.475,-0.19
-0.475,-0.205
-0.485,-0.215
-0.5,-0.225
-0.505,-0.225
-0.515,-0.225
-0.495,-0.215
-0.495,-0.235
-0.52,-0.25
-0.525,-0.26
-0.53,-0.265
-0.525,-0.27
-0.525,-0.28
-0.525,-0.285
-0.525,-0.31
-0.545,-0.315
-0.545,-0.31
-0.535,-0.305
-0.53,-0.315
-0.53,-0.315
-0.54,-0.325
-0.54,-0.335
-0.52,-0.32
-0.505,-0.305
-0.48,-0.3
-0.475,-0.27
-0.47,-0.275
-0.475,-0.25
-0.44,-0.215
-0.425,-0.195
-0.405,-0.165
-0.395,-0.13
-0.395,-0.12
-0.38,-0.11
-0.36,-0.07
-0.335,-0.04
-0.305,-0.04
-0.29,-0.025
-0.275,-0.015
-0.25,0.0
-0.24,0.02
-0.21,0.03
-0.19,0.05
-0.17,0.05
-0.185,0.055
-0.19,0.055
-0.19,0.055
-0.16,0.08
-0.145,0.09
-0.145,0.07
-0.145,0.07
-0.15,0.08
-0.15,0.095
-0.14,0.125
-0.14,0.13
-0.155,0.13
-0.17,0.13
-0.185,0.13
-0.19,0.135
-0.175,0.15
-0.175,0.155
-0.175,0.14
-0.185,0.14
-0.19,0.14
-0.19,0.14
-0.185,0.155
-0.18,0.155
-0.18,0.155
-0.185,0.15
-0.19,0.15
-0.2,0.155
-0.18,0.16
-0.185,0.16
-0.19,0.15
-0.195,0.135
-0.205,0.15
-0.21,0.16
-0.2,0.165
-0.19,0.165
-0.2,0.17
-0.205,0.16
-0.21,0.155
-0.205,0.16
-0.205,0.17
-0.2,0.175
-0.205,0.155
-0.21,0.155
-0.22,0.16
-0.215,0.17
-0.205,0.175
-0.215,0.175
-0.215,0.18
-0.22,0.175
-0.235,0.18
-0.225,0.19
-0.215,0.195
-0.215,0.195
-0.22,0.2
-0.23,0.185
-0.24,0.19
-0.235,0.205
-0.235,0.205
-0.23,0.21
-0.245,0.2
-0.26,0.2
-0.27,0.195
-0.25,0.2
-0.25,0.21
-0.245,0.21
-0.245,0.205
-0.255,0.2
-0.27,0.19
-0.26,0.2
-0.255,0.205
-0.24,0.195
-0.26,0.2
-0.26,0.18
-0.265,0.175
-0.25,0.185
-0.265,0.19
-0.255,0.18
-0.25,0.19
-0.27,0.175
-0.275,0.155
-0.29,0.175
-0.265,0.18
-0.265,0.175
-0.26,0.175
-0.275,0.155
-0.275,0.155
-0.265,0.155
-0.27,0.17
-0.26,0.16
-0.265,0.16
-0.27,0.14
-0.275,0.145
-0.28,0.16
-0.27,0.155
-0.27,0.15
-0.27,0.155
-0.27,0.135
-0.285,0.13
-0.28,0.145
-0.265,0.15
-0.26,0.145
-0.26,0.135
-0.275,0.13
-0.28,0.125
-0.265,0.12
-0.26,0.13
-0.27,0.14
-0.265,0.13
-0.27,0.11
-0.29,0.115
-0.275,0.125
-0.27,0.135
-0.26,0.135
-0.265,0.125
-0.285,0.13
-0.28,0.11
-0.27,0.125
-0.27,0.13
-0.265,0.12
-0.265,0.12
-0.27,0.115
-0.28,0.11
-0.26,0.115
-0.25,0.12
-0.24,0.12
-0.24,0.115
-0.255,0.105
-0.27,0.09
-0.275,0.09
-0.26,0.115
-0.265,0.11
-0.27,0.105
-0.27,0.1
-0.265,0.095
-0.265,0.1
-0.245,0.11
-0.235,0.11
-0.24,0.095
-0.245,0.095
-0.26,0.085
-0.255,0.095
-0.245,0.105
-0.23,0.11
-0.235,0.1
-0.245,0.08
-0.265,0.085
-0.26,0.1
-0.255,0.095
-0.24,0.095
-0.25,0.09
-0.265,0.075
-0.265,0.075
-0.265,0.085
-0.26,0.08
-0.235,0.095
-0.245,0.09
-0.255,0.08
-0.255,0.085
-0.255,0.085
-0.245,0.09
-0.23,0.09
-0.22,0.095
-0.23,0.075
-0.24,0.075
-0.24,0.08
-0.235,0.095
-0.225,0.095
-0.225,0.09
-0.24,0.07
-0.255,0.07
-0.245,0.09
-0.235,0.075
-0.245,0.075
-0.24,0.11
-0.24,0.185
-0.25,0.37
-0.26,0.635
-0.285,0.93
-0.315,1.22
-0.31,1.43
-0.255,1.565
-0.165,1.545
-0.03,1.33
0.07,0.935
0.165,0.355
0.225,-0.26
0.27,-0.82
0.31,-1.285
0.38,-1.605
0.465,-1.75
0.515,-1.625
0.495,-1.305
0.435,-0.965
0.355,-0.715
0.295,-0.58
0.25,-0.49
0.2,-0.415
0.12,-0.34
0.035,-0.29
-0.035,-0.25
-0.095,-0.22
-0.145,-0.195
-0.19,-0.185
-0.225,-0.175
-0.265,-0.17
-0.275,-0.16
-0.295,-0.17
-0.29,-0.155
-0.295,-0.15
-0.325,-0.155
-0.335,-0.165
-0.365,-0.145
-0.375,-0.155
-0.37,-0.15
-0.38,-0.14
-0.375,-0.14
-0.375,-0.155
-0.375,-0.145
-0.385,-0.16
-0.385,-0.155
-0.4,-0.155
-0.42,-0.15
-0.425,-0.165
-0.43,-0.18
-0.42,-0.17
-0.42,-0.16
-0.405,-0.15
-0.425,-0.175
-0.45,-0.175
-0.465,-0.185
-0.45,-0.17
-0.45,-0.17
-0.455,-0.18
-0.465,-0.185
-0.465,-0.21
-0.495,-0.225
-0.49,-0.215
-0.485,-0.22
-0.48,-0.22
-0.47,-0.24
-0.475,-0.25
-0.49,-0.265
-0.505,-0.26
-0.485,-0.26
-0.48,-0.28
-0.495,-0.28
-0.51,-0.29
-0.515,-0.295
-0.52,-0.305
-0.52,-0.31
-0.51,-0.31
-0.5,-0.315
-0.5,-0.315
-0.5,-0.305
-0.49,-0.29
-0.465,-0.265
-0.46,-0.25
-0.45,-0.235
-0.44,-0.21
-0.44,-0.19
-0.44,-0.145
-0.4,-0.125
-0.355,-0.11
-0.345,-0.085
-0.31,-0.07
-0.31,-0.065
-0.29,-0.035
-0.245,-0.005
-0.22,0.0
-0.205,0.02
-0.19,0.025
-0.19,0.03
-0.175,0.05
-0.165,0.055
-0.15,0.06
-0.16,0.065
-0.165,0.06
-0.165,0.065
-0.16,0.085
-0.15,0.095
-0.14,0.085
-0.14,0.09
-0.15,0.105
-0.15,0.105
-0.15,0.14
-0.145,0.13
-0.135,0.14
-0.16,0.145
-0.17,0.14
-0.185,0.13
-0.175,0.14
-0.165,0.155
-0.175,0.14
-0.185,0.145
-0.185,0.14
-0.18,0.125
-0.17,0.15
-0.15,0.15
-0.16,0.155
-0.17,0.155
-0.2,0.145
-0.2,0.14
-0.2,0.15
-0.205,0.155
-0.19,0.15
-0.185,0.15
-0.195,0.14
-0.205,0.14
-0.2,0.145
-0.195,0.165
-0.2,0.14
-0.2,0.16
-0.21,0.16
-0.205,0.145
-0.205,0.155
-0.185,0.18
-0.175,0.165
-0.185,0.165
-0.215,0.165
-0.225,0.16
-0.24,0.18
-0.245,0.2
-0.23,0.185
-0.23,0.185
-0.23,0.18
-0.245,0.18
-0.23,0.205
-0.215,0.21
-0.19,0.205
-0.195,0.2
-0.2,0.2
-0.22,0.205
-0.215,0.205
-0.22,0.215
-0.22,0.21
-0.24,0.205
-0.26,0.205
-0.275,0.19
-0.265,0.205
-0.245,0.22
-0.23,0.21
-0.235,0.195
-0.24,0.185
-0.25,0.19
-0.255,0.205
-0.255,0.21
-0.27,0.215
-0.265,0.195
-0.28,0.185
-0.25,0.185
-0.245,0.19
-0.23,0.19
-0.22,0.19
-0.23,0.185
-0.24,0.17
-0.26,0.16
-0.275,0.18
-0.285,0.18
-0.26,0.18
-0.24,0.17
-0.23,0.155
-0.235,0.16
-0.235,0.17
-0.23,0.17
-0.22,0.17
-0.235,0.16
-0.25,0.14
-0.28,0.135
-0.27,0.15
-0.26,0.165
-0.23,0.16
-0.225,0.15
-0.23,0.135
-0.245,0.135
-0.245,0.135
-0.24,0.155
-0.245,0.145
-0.25,0.14
-0.245,0.12
-0.265,0.125
-0.26,0.13
-0.25,0.135
-0.23,0.135
-0.21,0.125
-0.21,0.11
-0.215,0.11
-0.215,0.135
-0.22,0.14
-0.235,0.13
-0.245,0.125
-0.25,0.115
-0.25,0.115
-0.245,0.12
-0.235,0.115
-0.235,0.125
-0.24,0.115
-0.245,0.115
-0.235,0.11
-0.22,0.125
-0.215,0.125
-0.215,0.12
-0.225,0.115
-0.235,0.105
-0.24,0.1
-0.225,0.11
-0.21,0.105
-0.2,0.105
-0.21,0.105
-0.225,0.085
-0.24,0.09
-0.245,0.11
-0.245,0.11
-0.23,0.105
-0.215,0.105
-0.215,0.085
-0.225,0.08
-0.22,0.1
-0.22,0.095
-0.215,0.11
-0.225,0.085
-0.235,0.08
-0.25,0.075
-0.24,0.09
-0.22,0.095
-0.21,0.085
-0.21,0.085
-0.22,0.07
-0.245,0.075
-0.25,0.09
-0.235,0.1
-0.23,0.09
-0.225,0.085
-0.23,0.075
-0.235,0.065
-0.225,0.075
-0.21,0.09
-0.205,0.08
-0.215,0.075
-0.225,0.07
-0.23,0.07
-0.23,0.085
-0.225,0.095
-0.215,0.08
-0.215,0.075
-0.215,0.095
-0.225,0.165
-0.235,0.345
-0.235,0.56
-0.255,0.825
-0.28,1.08
-0.295,1.295
-0.275,1.455
-0.17,1.53
-0.02,1.425
0.11,1.105
0.205,0.64
0.265,0.115
0.31,-0.46
0.345,-0.94
0.365,-1.315
0.405,-1.575
0.435,-1.62
0.44,-1.43
0.415,-1.105
0.36,-0.82
0.305,-0.655
0.275,-0.57
0.215,-0.475
0.155,-0.405
0.075,-0.34
0.01,-0.275
-0.045,-0.235
-0.085,-0.21
-0.145,-0.2
-0.19,-0.19
-0.235,-0.18
-0.265,-0.165
-0.28,-0.15
-0.3,-0.15
-0.31,-0.15
-0.325,-0.16
-0.35,-0.16
-0.36,-0.15
-0.345,-0.135
-0.35,-0.15
-0.35,-0.155
-0.37,-0.16
-0.4,-0.155
-0.39,-0.165
-0.38,-0.155
-0.38,-0.16
-0.39,-0.17
-0.405,-0.19
-0.415,-0.185
-0.415,-0.175
-0.42,-0.175
-0.415,-0.175
-0.425,-0.18
-0.43,-0.195
-0.45,-0.195
-0.45,-0.2
-0.45,-0.185
-0.445,-0.19
-0.45,-0.205
-0.455,-0.22
-0.475,-0.215
-0.475,-0.215
-0.475,-0.205
-0.465,-0.215
-0.48,-0.23
-0.495,-0.25
-0.515,-0.255
-0.505,-0.245
-0.51,-0.245
-0.495,-0.26
-0.5,-0.27
-0.52,-0.295
-0.54,-0.295
-0.53,-0.3
-0.52,-0.29
-0.51,-0.305
-0.52,-0.3
-0.535,-0.335
-0.535,-0.34
-0.54,-0.33
-0.525,-0.33
-0.505,-0.33
-0.52,-0.34
-0.52,-0.345
-0.52,-0.35
-0.505,-0.325
-0.5,-0.31
-0.485,-0.305
-0.485,-0.285
-0.47,-0.295
-0.45,-0.27
-0.445,-0.24
-0.405,-0.21
-0.39,-0.195
-0.39,-0.16
-0.375,-0.15
-0.37,-0.105
-0.34,-0.07
-0.315,-0.025
-0.295,-0.005
-0.29,0.0
-0.28,0.02
-0.265,0.035
-0.245,0.05
-0.22,0.08
-0.2,0.08
-0.175,0.085
-0.175,0.08
-0.165,0.085
-0.165,0.11
-0.15,0.11
-0.135,0.1
-0.135,0.095
-0.145,0.085
-0.145,0.075
-0.155,0.095
-0.15,0.095
-0.135,0.095
-0.125,0.075
-0.145,0.09
-0.155,0.09
-0.15,0.11
-0.16,0.13
-0.155,0.13
-0.165,0.125
-0.19,0.12
-0.2,0.12
-0.205,0.135
-0.19,0.135
-0.19,0.14
-0.19,0.14
-0.205,0.12
-0.2,0.12
-0.2,0.14
-0.195,0.15
-0.19,0.14
-0.195,0.15
-0.22,0.135
-0.225,0.135
-0.215,0.15
-0.215,0.15
-0.21,0.15
-0.2,0.145
-0.225,0.155
-0.225,0.145
-0.215,0.15
-0.21,0.155
-0.2,0.15
-0.2,0.145
-0.21,0.145
-0.215,0.155
-0.215,0.16
-0.21,0.165
-0.205,0.17
-0.21,0.16
-0.215,0.16
-0.23,0.17
-0.22,0.17
-0.215,0.185
-0.21,0.18
-0.21,0.175
-0.225,0.175
-0.235,0.165
-0.225,0.185
-0.225,0.195
-0.22,0.19
-0.22,0.195
-0.23,0.18
-0.25,0.19
-0.24,0.2
-0.225,0.2
-0.225,0.2
-0.225,0.195
-0.25,0.185
-0.25,0.18
-0.25,0.2
-0.24,0.205
-0.23,0.18
-0.24,0.185
-0.23,0.175
-0.25,0.165
-0.235,0.18
-0.235,0.195
-0.235,0.18
-0.24,0.175
-0.245,0.165
-0.255,0.16
-0.255,0.165
-0.24,0.17
-0.23,0.175
-0.25,0.165
-0.245,0.155
-0.26,0.145
-0.255,0.16
-0.255,0.165
-0.245,0.165
-0.25,0.16
-0.26,0.155
-0.27,0.15
-0.26,0.155
-0.25,0.16
-0.245,0.165
-0.25,0.15
-0.255,0.15
-0.265,0.145
-0.265,0.155
-0.255,0.155
-0.25,0.15
-0.255,0.145
-0.26,0.145
-0.27,0.135
-0.27,0.135
-0.26,0.145
-0.255,0.14
-0.26,0.145
-0.27,0.125
-0.265,0.13
-0.285,0.14
-0.255,0.135
-0.25,0.145
-0.245,0.14
-0.265,0.12
-0.275,0.13
-0.28,0.135
-0.265,0.135
-0.25,0.125
-0.26,0.13
-0.26,0.12
-0.27,0.115
-0.265,0.125
-0.26,0.13
-0.255,0.125
-0.255,0.11
-0.27,0.1
-0.265,0.11
-0.265,0.115
-0.25,0.13
-0.25,0.12
-0.26,0.11
-0.265,0.11
-0.27,0.095
-0.27,0.11
-0.265,0.115
-0.25,0.115
-0.25,0.105
-0.255,0.09
-0.27,0.085
-0.265,0.1
-0.255,0.1
-0.25,0.105
-0.245,0.1
-0.255,0.095
-0.26,0.095
-0.27,0.11
-0.245,0.12
-0.245,0.115
-0.255,0.095
-0.26,0.09
-0.26,0.09
-0.255,0.095
-0.255,0.11
-0.245,0.1
-0.24,0.09
-0.245,0.08
-0.26,0.09
-0.255,0.09
-0.25,0.11
-0.23,0.105
-0.24,0.09
-0.255,0.09
-0.255,0.085
-0.25,0.1
-0.24,0.105
-0.245,0.09
-0.235,0.09
-0.24,0.085
-0.26,0.095
-0.25,0.09
-0.235,0.1
-0.24,0.105
-0.24,0.085
-0.245,0.085
-0.26,0.075
-0.26,0.09
-0.245,0.105
-0.245,0.14
-0.25,0.235
-0.28,0.42
-0.3,0.69
-0.32,0.98
-0.335,1.225
-0.33,1.42
-0.285,1.555
-0.185,1.55
-0.08,1.385
0.03,1.06
0.115,0.615
0.17,0.08
0.22,-0.49
